Image Path,Latitude,Longitude
/Users/muttakibismoy/Data/IMG_0228.jpg,45.35214164,-93.02900373
/Users/muttakibismoy/Data/IMG_0301.jpg,45.35186576,-93.02820283
/Users/muttakibismoy/Data/IMG_0255.jpg,45.35199576,-93.02890362
/Users/muttakibismoy/Data/IMG_0196.jpg,45.3522686,-93.02933746
/Users/muttakibismoy/Data/IMG_0197.jpg,45.35226893,-93.02945293
/Users/muttakibismoy/Data/IMG_0193.jpg,45.35227094,-93.02900242
